Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Is_Canceled
2024-07-24 13:59:00,13:59:00,CNR6293933276,Canceled By Driver,CID413293,eBike,Tumkur Road,Hebbal,,,,More than permitted people in there,,,254,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-06 01:14:00,01:14:00,CNR3637381581,Success,CID548679,Auto,Vijayanagar,Tumkur Road,196.0,125.0,,,No,,329,Cash,4,4.9,4.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-07 03:47:00,03:47:00,CNR3651984598,Success,CID932042,Mini,MG Road,Chickpet,245.0,95.0,,,No,,443,Cash,13,4.4,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-07 10:29:00,10:29:00,CNR3335000789,Driver Not Found,CID119755,eBike,Rajajinagar,Bellandur,,,,,,,160,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-12 21:26:00,21:26:00,CNR1926167747,Canceled By Customer,CID848764,Prime SUV,Padmanabhanagar,Majestic,,,Driver is not moving towards pickup location,,,,246,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-14 04:16:00,04:16:00,CNR9516840306,Driver Not Found,CID904297,Bike,Shantinagar,Rajajinagar,,,,,,,1058,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-15 19:29:00,19:29:00,CNR9875463042,Success,CID947871,Prime Sedan,Peenya,Hulimavu,70.0,65.0,,,No,,491,UPI,28,4.2,4.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-04 20:32:00,20:32:00,CNR8562697166,Success,CID317710,Prime Sedan,Frazer Town,Chickpet,77.0,105.0,,,No,,141,Cash,40,4.1,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-09 04:51:00,04:51:00,CNR5783185285,Success,CID891428,Prime SUV,Tumkur Road,MG Road,308.0,135.0,,,No,,415,UPI,22,3.9,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-29 03:13:00,03:13:00,CNR4255314673,Success,CID814299,Prime Plus,Hebbal,Kammanahalli,77.0,45.0,,,No,,154,Cash,41,4.3,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-28 19:48:00,19:48:00,CNR1236066367,Success,CID624126,Prime Sedan,Bannerghatta Road,Majestic,133.0,55.0,,,Yes,Customer Demand,928,Cash,21,4.9,3.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-09 20:51:00,20:51:00,CNR4769950242,Success,CID122082,Prime Plus,Rajajinagar,Devanahalli,273.0,55.0,,,No,,605,Debit Card,13,3.8,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-08 14:26:00,14:26:00,CNR2229297396,Canceled By Customer,CID147205,Bike,Varthur,Hosur Road,,,Driver is not moving towards pickup location,,,,2130,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-25 06:38:00,06:38:00,CNR8317788533,Canceled By Driver,CID743197,Auto,Majestic,Langford Town,,,,Customer related issue,,,733,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,True
2024-07-04 11:16:00,11:16:00,CNR5214103689,Canceled By Driver,CID975929,Prime SUV,Rajajinagar,Varthur,,,,Personal & Car related issue,,,455,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-20 13:34:00,13:34:00,CNR5121524103,Success,CID309061,Mini,Electronic City,Hosur Road,196.0,35.0,,,No,,112,Cash,17,3.5,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-02 07:32:00,07:32:00,CNR6433399857,Canceled By Driver,CID197535,Bike,Hulimavu,Bellandur,,,,Personal & Car related issue,,,232,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-17 03:04:00,03:04:00,CNR2572781532,Success,CID113720,Bike,Chamarajpet,JP Nagar,280.0,75.0,,,No,,209,UPI,5,3.9,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-28 00:40:00,00:40:00,CNR4671936865,Canceled By Driver,CID453062,Prime SUV,Hosur Road,Rajarajeshwari Nagar,,,,Customer related issue,,,1883,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-11 08:16:00,08:16:00,CNR4733624883,Success,CID833621,Prime Plus,Chamarajpet,Devanahalli,84.0,60.0,,,No,,829,Cash,13,3.3,3.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-02 03:19:00,03:19:00,CNR3289211596,Success,CID485246,Prime Plus,MG Road,Kammanahalli,203.0,105.0,,,No,,639,UPI,21,3.7,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-21 22:09:00,22:09:00,CNR2205084851,Canceled By Driver,CID626209,Bike,HSR Layout,Yelahanka,,,,Customer was coughing/sick,,,485,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-27 20:42:00,20:42:00,CNR9897422726,Success,CID237801,Prime Plus,BTM Layout,MG Road,161.0,95.0,,,No,,440,UPI,49,3.4,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-15 07:04:00,07:04:00,CNR9398588840,Success,CID649619,Mini,Shivajinagar,Chickpet,203.0,60.0,,,Yes,Other Issue,198,UPI,37,3.4,4.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-23 07:01:00,07:01:00,CNR2517370749,Driver Not Found,CID313527,Prime Sedan,Yelahanka,Rajarajeshwari Nagar,,,,,,,799,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-02 23:13:00,23:13:00,CNR3112109522,Canceled By Customer,CID480060,Prime SUV,Shantinagar,Vijayanagar,,,Driver is not moving towards pickup location,,,,740,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-19 19:41:00,19:41:00,CNR8299989161,Canceled By Driver,CID954796,Bike,Richmond Town,Majestic,,,,More than permitted people in there,,,918,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-30 07:46:00,07:46:00,CNR3443231776,Success,CID615665,Prime Plus,Frazer Town,Sarjapur Road,196.0,140.0,,,No,,1516,UPI,33,4.9,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-18 13:00:00,13:00:00,CNR2967279050,Canceled By Driver,CID919237,Bike,Hosur Road,Marathahalli,,,,More than permitted people in there,,,862,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-15 20:15:00,20:15:00,CNR7567424628,Success,CID475895,Auto,HSR Layout,Bannerghatta Road,154.0,30.0,,,No,,210,Cash,11,4.7,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-09 08:45:00,08:45:00,CNR4523902928,Canceled By Driver,CID306913,eBike,Whitefield,Nagarbhavi,,,,More than permitted people in there,,,331,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-18 12:06:00,12:06:00,CNR7778168049,Success,CID970658,eBike,Shivajinagar,Jayanagar,77.0,30.0,,,No,,424,Cash,42,3.8,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-07 06:30:00,06:30:00,CNR6243924745,Success,CID184481,Prime Plus,Kengeri,Hosur Road,77.0,70.0,,,No,,2137,Cash,39,4.2,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-19 13:06:00,13:06:00,CNR9924873787,Success,CID597851,Mini,HSR Layout,Hulimavu,168.0,95.0,,,No,,347,Cash,41,3.5,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-18 16:37:00,16:37:00,CNR2218709805,Success,CID191240,Mini,Nagarbhavi,Kadugodi,56.0,95.0,,,No,,241,UPI,24,3.6,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-13 22:19:00,22:19:00,CNR9980322798,Success,CID898530,Prime SUV,Cox Town,Chamarajpet,70.0,65.0,,,No,,404,Cash,45,3.4,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-21 16:10:00,16:10:00,CNR2961097122,Success,CID680028,Prime Sedan,Bellandur,Richmond Town,168.0,85.0,,,No,,496,UPI,2,4.4,4.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-15 16:33:00,16:33:00,CNR2265555894,Success,CID873863,Mini,HSR Layout,JP Nagar,210.0,115.0,,,Yes,Other Issue,448,Cash,48,3.3,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-28 00:02:00,00:02:00,CNR4292243575,Success,CID734611,Bike,Chickpet,Marathahalli,147.0,100.0,,,No,,294,UPI,6,4.6,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-03 12:46:00,12:46:00,CNR6510675506,Canceled By Customer,CID434046,Prime Plus,Padmanabhanagar,Cox Town,,,Wrong Address,,,,298,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-14 01:25:00,01:25:00,CNR4085189027,Success,CID664470,eBike,Bellandur,Banashankari,91.0,120.0,,,No,,183,Cash,30,4.4,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-17 07:00:00,07:00:00,CNR9031950360,Success,CID827573,Bike,Frazer Town,Electronic City,217.0,140.0,,,No,,191,Cash,17,4.2,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 18:05:00,18:05:00,CNR4697522542,Success,CID209270,Prime Plus,Shivajinagar,Ramamurthy Nagar,294.0,140.0,,,No,,277,Cash,2,4.7,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-03 05:52:00,05:52:00,CNR3867526063,Canceled By Driver,CID553663,Bike,Kammanahalli,Hulimavu,,,,Personal & Car related issue,,,446,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-18 08:44:00,08:44:00,CNR5121879599,Success,CID533269,Bike,Majestic,JP Nagar,196.0,110.0,,,No,,2628,Cash,34,4.4,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 15:58:00,15:58:00,CNR5893230047,Success,CID702101,Prime SUV,Chamarajpet,Rajarajeshwari Nagar,217.0,70.0,,,No,,364,Cash,6,3.8,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-22 06:22:00,06:22:00,CNR9770354372,Success,CID950581,eBike,Malleshwaram,Bellandur,112.0,75.0,,,No,,461,Credit Card,31,4.0,3.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-10 19:42:00,19:42:00,CNR2456716090,Success,CID616852,Auto,Rajajinagar,Nagarbhavi,259.0,65.0,,,No,,2440,UPI,3,4.6,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-09 07:11:00,07:11:00,CNR5467672237,Success,CID616661,Mini,Devanahalli,Kadugodi,245.0,90.0,,,No,,389,UPI,43,3.9,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-18 03:26:00,03:26:00,CNR7106865049,Success,CID854521,Prime Sedan,KR Puram,Basavanagudi,308.0,65.0,,,No,,182,Cash,29,4.6,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-22 02:28:00,02:28:00,CNR3793963368,Success,CID683062,Prime SUV,Marathahalli,Chamarajpet,280.0,30.0,,,No,,620,Cash,37,3.7,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-26 21:59:00,21:59:00,CNR7639269556,Success,CID509294,Prime Sedan,Whitefield,Basavanagudi,196.0,115.0,,,No,,632,Cash,2,3.2,3.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-09 15:34:00,15:34:00,CNR6956846056,Success,CID689142,Prime Sedan,Majestic,Langford Town,119.0,100.0,,,No,,704,Cash,33,4.6,4.0,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-12 01:36:00,01:36:00,CNR1777467554,Success,CID700438,Mini,Whitefield,Koramangala,196.0,100.0,,,Yes,Customer Demand,207,UPI,14,3.4,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-03 14:15:00,14:15:00,CNR7239440490,Success,CID145738,Mini,Kammanahalli,Jayanagar,77.0,50.0,,,No,,401,UPI,35,3.7,4.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-17 11:50:00,11:50:00,CNR1697924858,Success,CID250133,eBike,Kadugodi,Peenya,35.0,40.0,,,No,,452,Cash,20,3.9,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-10 01:28:00,01:28:00,CNR2829075350,Driver Not Found,CID427075,Auto,Yeshwanthpur,Malleshwaram,,,,,,,777,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-26 10:05:00,10:05:00,CNR2082739584,Success,CID621925,Bike,Hosur Road,Padmanabhanagar,308.0,105.0,,,No,,480,UPI,8,3.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-04 16:10:00,16:10:00,CNR2559358513,Success,CID180950,Prime Sedan,Varthur,Kadugodi,154.0,65.0,,,No,,213,Cash,10,3.3,3.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-16 21:58:00,21:58:00,CNR8548559658,Success,CID403156,Bike,Ulsoor,KR Puram,77.0,85.0,,,No,,120,Cash,49,3.9,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 19:21:00,19:21:00,CNR4656878674,Success,CID236869,Prime Plus,Sarjapur Road,Chickpet,245.0,90.0,,,Yes,Customer Demand,268,Credit Card,29,3.4,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-21 02:29:00,02:29:00,CNR3182653984,Success,CID746129,Prime Sedan,Hebbal,Chickpet,56.0,65.0,,,No,,490,Cash,22,4.2,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-15 06:17:00,06:17:00,CNR3816528004,Canceled By Driver,CID691760,Prime Plus,Whitefield,Koramangala,,,,More than permitted people in there,,,432,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,True
2024-07-28 05:47:00,05:47:00,CNR5061180768,Canceled By Customer,CID222666,Bike,Frazer Town,Indiranagar,,,Driver asked to cancel,,,,867,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-25 07:18:00,07:18:00,CNR5480510986,Success,CID396922,Prime Plus,Richmond Town,Cox Town,252.0,130.0,,,No,,489,Cash,7,4.0,4.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-09 07:53:00,07:53:00,CNR9511407436,Canceled By Driver,CID126858,Prime SUV,Sarjapur Road,Ramamurthy Nagar,,,,Personal & Car related issue,,,262,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-19 05:55:00,05:55:00,CNR9411536442,Success,CID922160,Prime SUV,Banashankari,Bellandur,56.0,40.0,,,No,,267,Cash,31,3.4,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-07 23:24:00,23:24:00,CNR1036789621,Driver Not Found,CID869188,Prime Plus,Shivajinagar,Peenya,,,,,,,574,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-07 08:36:00,08:36:00,CNR6479787965,Driver Not Found,CID105490,Prime SUV,Sahakar Nagar,Nagarbhavi,,,,,,,411,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-15 06:35:00,06:35:00,CNR1032537323,Driver Not Found,CID106685,Prime Plus,Padmanabhanagar,Chickpet,,,,,,,329,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-03 00:31:00,00:31:00,CNR7634965334,Driver Not Found,CID905098,Prime SUV,JP Nagar,Peenya,,,,,,,985,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-17 04:22:00,04:22:00,CNR4480737941,Success,CID330315,Auto,Kammanahalli,Bellandur,91.0,145.0,,,No,,157,Cash,17,4.8,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-13 05:19:00,05:19:00,CNR6654637534,Success,CID114790,Prime Plus,Kengeri,KR Puram,98.0,115.0,,,No,,819,Cash,26,4.0,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-30 02:32:00,02:32:00,CNR5768897164,Success,CID337578,Prime Plus,HSR Layout,Shantinagar,112.0,90.0,,,Yes,Customer Demand,270,Cash,44,4.3,4.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-17 13:39:00,13:39:00,CNR2145529397,Driver Not Found,CID959334,Mini,Vijayanagar,HSR Layout,,,,,,,145,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-30 15:09:00,15:09:00,CNR9622561445,Success,CID781980,eBike,Frazer Town,Kengeri,35.0,65.0,,,No,,421,UPI,32,3.6,3.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-15 16:25:00,16:25:00,CNR6541368281,Success,CID791347,Bike,Hulimavu,Whitefield,280.0,120.0,,,No,,2916,Cash,5,3.1,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-17 06:32:00,06:32:00,CNR8810873691,Canceled By Customer,CID377961,Mini,Kammanahalli,Hulimavu,,,Wrong Address,,,,299,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-27 20:19:00,20:19:00,CNR2621051682,Success,CID885720,Auto,MG Road,Chamarajpet,175.0,60.0,,,No,,233,Credit Card,15,3.8,4.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-09 22:08:00,22:08:00,CNR9258158940,Success,CID891667,Auto,JP Nagar,Shantinagar,140.0,40.0,,,No,,993,Cash,4,4.1,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-05 13:11:00,13:11:00,CNR6698622593,Driver Not Found,CID925384,Mini,Indiranagar,Yelahanka,,,,,,,439,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-08 15:14:00,15:14:00,CNR5360465170,Success,CID977460,Prime SUV,Electronic City,Hennur,119.0,115.0,,,No,,294,Cash,24,5.0,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-23 00:24:00,00:24:00,CNR6496153164,Success,CID456461,Mini,Sahakar Nagar,Bellandur,147.0,140.0,,,No,,195,Cash,16,4.5,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-26 13:28:00,13:28:00,CNR8324284770,Success,CID887096,Prime Plus,Kadugodi,BTM Layout,77.0,120.0,,,No,,224,Cash,24,3.4,3.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-16 11:31:00,11:31:00,CNR3322440468,Success,CID370164,Auto,Majestic,Padmanabhanagar,189.0,55.0,,,No,,272,UPI,10,3.6,4.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-17 02:36:00,02:36:00,CNR4161567175,Success,CID475573,eBike,BTM Layout,MG Road,168.0,85.0,,,No,,412,Cash,37,3.4,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-23 22:46:00,22:46:00,CNR8031503370,Success,CID767676,Mini,Vijayanagar,Majestic,273.0,135.0,,,No,,2497,UPI,11,4.5,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-30 11:05:00,11:05:00,CNR8066314401,Success,CID673565,eBike,Ulsoor,MG Road,210.0,35.0,,,No,,153,Cash,2,4.1,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-10 02:07:00,02:07:00,CNR1837446703,Success,CID387804,Mini,Ulsoor,Kengeri,168.0,75.0,,,No,,147,Cash,17,3.4,4.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-16 11:04:00,11:04:00,CNR7175572846,Canceled By Customer,CID434891,Mini,Yelahanka,Sarjapur Road,,,Change of plans,,,,169,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-10 14:03:00,14:03:00,CNR2076125441,Success,CID166799,Auto,Sahakar Nagar,Chickpet,105.0,100.0,,,No,,484,Cash,14,4.4,4.0,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-29 11:54:00,11:54:00,CNR3385825789,Success,CID535732,Prime Sedan,MG Road,Marathahalli,189.0,105.0,,,Yes,Customer Demand,450,Credit Card,28,3.8,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-03 20:13:00,20:13:00,CNR4774024571,Success,CID528494,Mini,Electronic City,Varthur,189.0,105.0,,,No,,613,Cash,12,4.0,4.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-03 12:14:00,12:14:00,CNR3220927843,Driver Not Found,CID859765,Auto,Frazer Town,Electronic City,,,,,,,2919,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-22 16:28:00,16:28:00,CNR6612792554,Success,CID604516,Prime Plus,Koramangala,Peenya,77.0,45.0,,,Yes,Customer Demand,390,Cash,26,3.6,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-26 14:33:00,14:33:00,CNR4865887622,Success,CID484456,Prime SUV,Indiranagar,Chickpet,294.0,130.0,,,No,,390,Cash,44,5.0,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-16 22:43:00,22:43:00,CNR5249261856,Success,CID787099,Bike,Kammanahalli,Vijayanagar,168.0,145.0,,,No,,391,Cash,24,3.1,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-30 23:52:00,23:52:00,CNR6775570702,Success,CID236100,Prime Plus,RT Nagar,Bellandur,119.0,140.0,,,No,,968,Cash,25,3.5,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-09 04:13:00,04:13:00,CNR7012982689,Driver Not Found,CID142595,eBike,Mysore Road,Yelahanka,,,,,,,210,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-20 03:52:00,03:52:00,CNR5844884919,Canceled By Customer,CID511442,Prime Sedan,Kadugodi,HSR Layout,,,Driver is not moving towards pickup location,,,,360,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,True
2024-07-25 23:47:00,23:47:00,CNR8631316239,Success,CID555159,Prime Plus,Tumkur Road,Electronic City,56.0,115.0,,,No,,352,Credit Card,29,4.7,3.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-13 02:01:00,02:01:00,CNR3348645638,Success,CID557959,eBike,Indiranagar,Basavanagudi,294.0,40.0,,,No,,401,UPI,16,3.5,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-29 02:01:00,02:01:00,CNR5243631913,Success,CID791092,Prime Sedan,Padmanabhanagar,Hebbal,70.0,135.0,,,No,,189,Cash,4,4.2,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-22 23:25:00,23:25:00,CNR9712199469,Success,CID793428,Prime Sedan,Kengeri,Majestic,168.0,120.0,,,No,,328,Cash,24,3.5,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-29 19:15:00,19:15:00,CNR8842869657,Success,CID429108,Prime Sedan,Bellandur,Shivajinagar,70.0,115.0,,,No,,376,Cash,21,4.8,4.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-15 02:01:00,02:01:00,CNR7022266107,Success,CID668604,eBike,Cox Town,Hulimavu,42.0,120.0,,,No,,868,UPI,31,4.6,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-15 18:52:00,18:52:00,CNR7143530262,Success,CID612110,Mini,Marathahalli,Langford Town,259.0,45.0,,,No,,1956,Cash,9,3.5,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,False
2024-07-16 00:28:00,00:28:00,CNR6649511105,Driver Not Found,CID704693,Prime Sedan,Chickpet,Bellandur,,,,,,,512,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-02 09:43:00,09:43:00,CNR4677542348,Success,CID581839,Prime Plus,Devanahalli,Rajarajeshwari Nagar,35.0,85.0,,,No,,991,Cash,12,4.0,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
2024-07-30 15:09:00,15:09:00,CNR6406833280,Canceled By Customer,CID147408,Prime SUV,Richmond Town,JP Nagar,,,Driver asked to cancel,,,,134,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-05 20:26:00,20:26:00,CNR5010000317,Success,CID562184,Prime SUV,Magadi Road,Indiranagar,217.0,55.0,,,No,,159,UPI,29,3.7,5.0,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,False
2024-07-21 02:39:00,02:39:00,CNR3029017202,Canceled By Customer,CID629225,Bike,Peenya,Langford Town,,,AC is Not working,,,,220,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,True
2024-07-17 11:50:00,11:50:00,CNR1895040428,Success,CID982776,eBike,RT Nagar,Kengeri,210.0,145.0,,,No,,590,UPI,48,3.8,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,False
2024-07-02 23:14:00,23:14:00,CNR6152829080,Canceled By Driver,CID944804,eBike,Kengeri,Bellandur,,,,Customer related issue,,,404,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png,True
2024-07-15 08:26:00,08:26:00,CNR2263713306,Success,CID593345,Bike,Yeshwanthpur,Sarjapur Road,182.0,40.0,,,No,,391,Cash,49,5.0,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-24 03:27:00,03:27:00,CNR9024225881,Success,CID633534,Prime Sedan,RT Nagar,Hennur,294.0,145.0,,,Yes,Customer Demand,303,UPI,33,4.9,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png,False
2024-07-17 13:50:00,13:50:00,CNR6606424574,Success,CID461941,Bike,Sahakar Nagar,Tumkur Road,210.0,60.0,,,No,,846,Cash,17,3.7,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png,False
2024-07-11 17:49:00,17:49:00,CNR4198116408,Canceled By Customer,CID843464,Prime SUV,Banashankari,Banashankari,,,Driver asked to cancel,,,,541,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png,True
2024-07-15 17:06:00,17:06:00,CNR1730871994,Canceled By Driver,CID418425,Mini,MG Road,Majestic,,,,Personal & Car related issue,,,225,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png,True
2024-07-04 21:41:00,21:41:00,CNR5119937571,Success,CID719431,Auto,Kammanahalli,Langford Town,203.0,70.0,,,No,,417,Cash,2,3.7,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png,False
2024-07-16 14:06:00,14:06:00,CNR2546757232,Driver Not Found,CID847161,Prime Plus,RT Nagar,Padmanabhanagar,,,,,,,1817,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png,False
